id,name,url,description,categories,languages,countries,currency_score,relevance_score,authority_score,accuracy_score,purpose_score,total_score,max_possible_score,rating,has_about_page,has_contact_info,has_privacy_policy,has_terms_of_service,has_copyright_info,domain_age_years,last_updated,social_media_presence,ads_level,citations_found,https_enabled,domain
livemint,MINT,https://www.livemint.com,Mint is the clear No.2 among business papers in terms of readership.,"sports, science, technology, top, business, politics",english,india,8,3,6,7,4,28,50,C+ (Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'youtube']",High,False,True,www.livemint.com
abplive,Abp News,http://abplive.com,"ABP LIVE Hindi News: Latest News in Hindi, Hindi News Headlines, Breaking News in Hindi, हिंदी न्यूज़,  ताजा ख़बरें, Hindi Samachar on ABP News. हिंदी समाचार, Latest News in Hindi from India and World on ABP News.","sports, world, lifestyle, science, technology, education, other, top, health, crime, entertainment, business, politics","gujarati, punjabi, bengali, english, telugu, hindi, marathi, tamil",india,5,7,5,7,6,30,50,B (Above Average),True,True,True,False,True,0.0,,"['facebook', 'instagram', 'youtube']",High,False,False,abplive.com
buzzfeed,BuzzFeed,https://www.buzzfeed.com,"BuzzFeed has breaking news, vital journalism, quizzes, videos, celeb news, Tasty food videos, recipes, DIY hacks, and all the trending buzz you’ll want to share with your friends. Copyright BuzzFeed, Inc. All rights reserved.","other, top, business, entertainment","spanish, japanese, english","spain, japan, india, united states of america",8,5,8,5,4,30,50,B (Above Average),True,True,True,True,True,0.0,,[],High,False,True,www.buzzfeed.com
mashable,Mashable,https://sea.mashable.com,"Mashable is a global, multi-platform media and entertainment company.","technology, entertainment, science",english,"united kingdom, india, australia, singapore, united states of america",8,3,3,2,4,20,50,C (Below Average),True,False,False,False,False,0.0,,"['facebook', 'instagram', 'youtube']",High,False,True,sea.mashable.com
toi,The Times of India,https://timesofindia.indiatimes.com,"Top News in India: Read Latest News on Sports, Business, Entertainment, Blogs, and Opinions from leading columnists. Times of India brings the Breaking News and Latest News Headlines from India and around the World.","environment, domestic, sports, lifestyle, world, science, food, education, technology, other, top, health, business, entertainment, crime, politics",english,india,8,5,6,7,7,33,50,B (Above Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",High,False,True,timesofindia.indiatimes.com
mashable_me,Mashable ME,https://me.mashable.com,"Mashable is a global, multi-platform media and entertainment company.","environment, lifestyle, science, technology, other, health, entertainment",english,"kyrgyzstan, syria, qatar, mauritania, tunisia, libya, lebanon, morocco, afghanistan, djibouti, algeria, egypt, iran, pakistan, tajikistan, kazakhstan, india, sudan, cyprus, saudi arabia, azerbaijan, uzbekistan, armenia, turkey, ethiopia, iraq, jordan, kuwait, somalia, georgia, israel, united arab emirates, oman, bahrain, yemen, turkmenistan",8,6,6,1,4,25,50,C+ (Average),True,True,True,False,False,0.0,,"['facebook', 'instagram']",High,False,True,me.mashable.com
yahoo,Yahoo! News,https://news.yahoo.com,The latest news and headlines from Yahoo! News. Get breaking news stories and in-depth coverage with videos and photos.,"environment, sports, world, science, top, entertainment, business, politics",english,"united kingdom, india, australia, canada, united states of america",8,4,8,7,3,30,50,B (Above Average),True,False,True,True,True,0.0,,[],High,False,True,news.yahoo.com
india,India,https://www.india.com,"India.com brings Breaking News, Live News Updates from across India and the world. India.Com is your gateway to India for Latest News, Explainers, Cricket, Sports, Entertainment, Business, Bollywood, Education, Top Viral, Technology, Celebs, Lifestyle, Health, Travel and more.","sports, lifestyle, world, food, education, technology, other, health, top, business, entertainment",english,india,8,5,5,2,5,25,50,C+ (Average),True,True,True,False,False,0.0,,['instagram'],High,False,True,www.india.com
business-standard,Business Standard,https://www.business-standard.com,"Business News: Get the latest stock share market news, financial news, economy news, company news, politics news, India news, breaking news, Indian economy news at Business Standard. Catch Nifty Sensex Live updates.","sports, world, lifestyle, science, technology, education, other, health, top, entertainment, business, politics","english, hindi","world, united states of america, india",8,7,0,4,3,22,50,C (Below Average),False,False,False,False,False,0.0,,[],Unknown,False,True,www.business-standard.com
ndtv,NDTV,http://www.ndtv.com,"NDTV.com provides the latest news from India and around the world. Get breaking news alerts from India and follow today’s live news updates in fields of politics, business, technology, Bollywood, cricket, and more.","sports, world, food, technology, top, entertainment","english, hindi",india,5,4,5,7,8,29,50,C+ (Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",Medium,False,False,www.ndtv.com
mirroruk,Mirror,https://www.mirror.co.uk,"Mirror.co.uk is the online edition of The Mirror, one of Britain’s most trusted news brands.","environment, sports, world, lifestyle, science, food, technology, top, health, business, entertainment, crime, politics",english,"austria, rwanda, germany, united kingdom, iran, italy, brazil, japan, india, iceland, israel, world, belgium, china, united states of america, mexico, iraq",8,8,8,7,4,35,50,B+ (Good),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram']",High,False,True,www.mirror.co.uk
sputniknews,Sputnik News,https://fr.sputniknews.com,"Sputnik est une agence de presse multimédia internationale. Retrouvez toutes les dernières actualités du jour, information complètes, news et nouvelles mondiales en direct &amp; en continu.",top,"english, vietnamese, french","france, india, vietnam",8,4,2,5,4,23,50,C (Below Average),False,True,False,False,True,0.0,,['twitter'],High,False,True,fr.sputniknews.com
dailymailuk,Mail Online,https://www.dailymail.co.uk/home/index.html,"MailOnline - get the latest breaking news, showbiz & celebrity photos, sport news & rumours, viral videos and top stories from MailOnline, Daily Mail and Mail on Sunday newspapers.","sports, science, technology, tourism, other, health, top, entertainment, business, politics",english,"taiwan, sweden, syria, qatar, germany, tonga, fiji, malaysia, tunisia, greece, ukraine, afghanistan, finland, latvia, romania, south korea, hungary, united kingdom, france, egypt, spain, belarus, iran, mexico, pakistan, rwanda, cuba, thailand, kazakhstan, india, italy, sudan, australia, canada, azerbaijan, armenia, turkey, ethiopia, iraq, nigeria, brazil, japan, israel, singapore, china, indonesia, russia",8,8,10,7,5,38,50,B+ (Good),True,True,True,True,True,0.0,,"['instagram', 'youtube']",High,False,True,www.dailymail.co.uk
9to5mac,9To5 Mac,https://9to5mac.com,"News and reviews for Apple products, apps, and rumors. We provide breaking coverage for the iPhone, iPad, and all things Mac!",technology,english,"united kingdom, india, australia, singapore, united states of america",8,2,4,2,6,22,50,C (Below Average),True,False,True,False,False,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",High,False,True,9to5mac.com
moneycontrol,Moneycontrol,https://www.moneycontrol.com,"Latest news on Cryptocurrency today, top cryptocurrency prices bitcoin, dogecoin, ethereum. Get details about indian cryptocurrency latest news on current rates and prices.","world, top, business, politics",english,india,8,2,1,2,2,15,50,D (Poor),False,False,False,False,False,0.0,,[],Unknown,False,True,www.moneycontrol.com
gadgets360,Gadgets 360,https://www.gadgets360.com,"Tech News, Latest technology news daily, new best tech gadgets reviews which include mobiles, tablets, laptops, video games. Being a tech news site we cover the latest tech news daily online from India and around the world, reviews, updates on technology today from companies like google, apple, samsung and others also new and upcoming mobiles, cameras, laptops, video games.","science, technology, top, entertainment, business",english,india,8,2,6,5,7,28,50,C+ (Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,www.gadgets360.com
hindi_asianetnews,Asianet News Hindi,https://hindi.asianetnews.com,"Hindi News (हिन्दी न्यूज़): Get Latest Breaking News Headlines in Hindi. Exclusive Hindi News on Politics, Business, Bollywood, Technology, Cricket from India & World at Asianet News Hindi. हिंदी में पढ़ें देश और दुनिया की ताजा ख़बरें. जाने व्यापार, मनोरंजन, बॉलीवुड, खेल सुर्खियां और राजनीति के समाचार । लाइव ब्रेकिंग न्यूज़ ।",top,hindi,india,5,1,0,2,3,11,50,F (Unreliable),,,,,,,,,,,,
indianexpress,The Indian Express,https://indianexpress.com,"India News, Latest News - Indian Express provides the latest news today from India and the world. Get all exclusive Breaking News, current headlines, live news, latest news on business, sports, the world, and entertainment with exclusive Opinions and Editorials.","sports, lifestyle, technology, education, other, top, health, business, entertainment, politics","tamil, english, malayalam, gujarati",india,8,7,6,6,7,34,50,B (Above Average),True,True,True,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",High,False,True,indianexpress.com
thequint_hindi,Quint Hindi,https://hindi.thequint.com,"Read latest u0915u094bu0930u094bu0928u093e u0935u093eu092fu0930u0938 u0928u094du092fu0942u091cu093c in Hindi. News, analyses and opinion from the world of Politics, Cricket, Technology, Bollywood in Hindi at Quint Hindi","top, politics",hindi,india,6,1,5,5,4,21,50,C (Below Average),True,True,True,False,True,0.0,,[],High,False,True,hindi.thequint.com
thehindu,The Hindu,https://www.thehindu.com,"Today's News Headlines, Breaking News, and latest news from India and World, News from Politics, Sports, Business, Arts and Entertainment.","environment, sports, lifestyle, world, science, food, technology, tourism, top, health, entertainment, business, politics",english,india,8,5,7,7,6,33,50,B (Above Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",High,False,True,www.thehindu.com
punjab_news18,News18 Punjabi News,https://punjab.news18.com,"News18 Punjabi News (ਪੰਜਾਬੀ ਖ਼ਬਰਾਂ) - Get latest and breaking news at leading Punjabi news website. Find top stories related to politics, sports, sandalwood gossips, videos, photo gallery and much more.","sports, lifestyle, world, technology, other, top, health, entertainment, business","spanish, punjabi",india,8,6,5,4,7,30,50,B (Above Average),True,True,True,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,punjab.news18.com
news18,NEWS 18,https://www.news18.com,"Get the latest news and updates about assembly election result 2022 on Get CNN-News18 live news updates, Candidate, Won State-wise, MLA Seats &amp; Constituency, latest election news, UP, Punjab, Uttarakhand, Goa and Manipur Vidhan Sabha Election result 2022 latest update at News18.com","sports, world, lifestyle, technology, education, top, business, entertainment, politics",english,india,8,5,6,7,6,32,50,B (Above Average),True,True,True,False,True,0.0,,"['facebook', 'twitter', 'youtube']",High,False,True,www.news18.com
telugu_asianetnews,Asianet News Telugu,https://telugu.asianetnews.com,"Telugu News (తెలుగు వార్తలు): Read latest Telugu news Breaking news headlines in Telugu. Check out Today's top stories News updates in Telugu from India and World Politics, Entertainment, Sports, Lifestyle, Health, Telugu Cinema, Technology, Exclusive local News from Andhra Pradesh & Telangana, News Videos online at Asianet News Telugu.",top,telugu,india,8,1,4,3,7,23,50,C (Below Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,telugu.asianetnews.com
thequint,The Quint,https://www.thequint.com,"Latest News, Breaking News LIVE, Top News Headlines, Viral Videos News Updates - The Quint","sports, science, top, entertainment, politics",english,india,8,2,5,5,4,24,50,C (Below Average),True,True,True,False,True,0.0,,"['facebook', 'instagram']",High,False,True,www.thequint.com
frontline_thehindu,Frontline Thehindu,https://frontline.thehindu.com,"Frontline, the fortnightly English magazine from The Hindu, since 1984. Covering politics, social issues, environment, finance, business, economy, science, technology, art, culture, movies, entertainment, and social media.","environment, science, education, tourism, other, top, health, entertainment, business, politics",english,india,8,5,5,4,7,29,50,C+ (Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",High,False,True,frontline.thehindu.com
hindinews18,NEWS 18 HINDI,https://hindi.news18.com,"Hindi News: Read Breaking News, Live Samachar in Hindi of Business, Sports, India, Education, Bollywood, Watch Live Hindi News TV and more on News18 हिंदी. हिंदी समाचार की लोकप्रिय वेबसाइट पर देश, दुनिया, कारोबार, खेल, मनोरंजन से जुड़ी साडी खबरें विस्तार मैं पढ़े - News18 हिंदी","sports, world, lifestyle, food, technology, tourism, other, health, top, business, crime, entertainment",hindi,india,8,5,0,7,6,26,50,C+ (Average),False,False,False,False,True,0.0,,"['facebook', 'twitter', 'youtube']",High,False,True,hindi.news18.com
kannada_news18,News18 Kannada,https://kannada.news18.com,"Get the latest updates of karnataka news, world news, india news, political News and celebrity news and much more on News18 Kannada","sports, world, lifestyle, science, food, technology, education, top, health, crime, business, entertainment","spanish, kannada",india,8,6,1,3,6,24,50,C (Below Average),False,False,False,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",High,False,True,kannada.news18.com
timesnownews,Times Now News,https://www.timesnownews.com,"News - Get Breaking News and Latest News Headlines from India and around the World. Also read news today on Politics, Business, Entertainment, Sports, Education, Auto, Tech, Science, Opinions from leading columnists.","sports, lifestyle, science, education, tourism, other, top, health, entertainment, business, technology, politics","bengali, english, telugu, kannada, marathi, tamil",india,8,7,7,6,7,35,50,B+ (Good),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,www.timesnownews.com
urdu_news18,News18 Urdu,https://urdu.news18.com,"Urdu News - Get latest and breaking news at leading Urdu news website. Find top stories related to politics, sports, entertainment videos, photo gallery and much more.","sports, world, education, other, top, health, entertainment, business",urdu,india,8,3,0,5,6,22,50,C (Below Average),False,False,False,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,urdu.news18.com
oilprice,OIL Price,https://oilprice.com,"Crude oil prices & gas price charts. Oil price charts for Brent Crude, WTI & oil futures. Energy news covering oil, petroleum, natural gas, and investment advice.",business,english,"united kingdom, india, australia, singapore, canada, united states of america, saudi arabia",8,3,7,5,6,29,50,C+ (Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'youtube', 'linkedin']",High,False,True,oilprice.com
odia_news18,News18 Odia,https://odia.news18.com,"Odia News - Get latest and Breaking News at leading Odia news website. Find top stories related to politics, sports, entertainment videos, photo gallery and more on News18 Odia","sports, world, lifestyle, technology, top, entertainment, politics",oriya,india,8,3,0,3,6,20,50,C (Below Average),False,False,False,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,odia.news18.com
seekingalpha,Seeking Alpha,https://seekingalpha.com,"Get stock market news and analysis, investing ideas, earnings calls, charts, and portfolio analysis tools.","health, business",english,"israel, japan, canada, india",8,2,8,7,8,33,50,B (Above Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",Low,False,True,seekingalpha.com
tv9telugu,TV9 Telugu,https://tv9telugu.com,"Telugu News - Get Latest Telugu News, తెలుగు వార్తలు and Live Coverage updates online on Andhra Pradesh (AP), Telangana, Hyderabad, Politics, Crime, Sports, Cricket, Business, Education, Jobs, Entertainment, Technology, Health. TV9 Telugu covers Today’s breaking News, Top Headlines in Telugu Language Online at tv9telugu.com.","sports, world, lifestyle, technology, other, health, top, business, crime, entertainment, politics",telugu,india,8,5,6,3,7,29,50,C+ (Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,tv9telugu.com
washingtontimes,The Washington Times,https://www.washingtontimes.com,"The Times delivers that audience facts and commentary to inform and to celebrate the American values of freedom, faith and family.","environment, sports, world, technology, other, health, top, entertainment, business, crime, politics",english,"india, united states of america",8,6,0,3,2,19,50,D (Poor),False,False,False,False,False,0.0,,[],Unknown,False,True,www.washingtontimes.com
dtnext,DT Next,https://www.dtnext.in,"DT Next is a daily English Newspaper. Stay updated with the latest news across Tamil Nadu, India, and the world. Read today's top headlines and breaking news.",top,english,india,8,1,6,5,6,26,50,C+ (Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,www.dtnext.in
in_mashable,In Mashable,https://in.mashable.com,"Mashable is a global, multi-platform media and entertainment company.","lifestyle, science, technology, education, health, top, entertainment",english,india,8,3,7,2,4,24,50,C (Below Average),True,True,True,False,False,0.0,,"['facebook', 'youtube']",High,False,True,in.mashable.com
rt,RT,https://www.rt.com/rss,RT is the first Russian 24/7 English-language news channel that brings the Russian view on global news.,"world, other, top, entertainment, business, politics",english,"mozambique, mauritania, malawi, tunisia, madagascar, liberia, south africa, burundi, libya, seychelles, central african republic, morocco, ghana, ivory coast, djibouti, gabon, algeria, kenya, united kingdom, senegal, benin, uganda, lesotho, botswana, rwanda, namibia, cape verde, zambia, india, sudan, guinea, cameroon, gambia, equatorial guinea, sierra leone, ethiopia, togo, dr congo, nigeria, zimbabwe, chad, eritrea, mauritius, tanzania, somalia, angola, russia, burkina fasco",8,6,0,6,6,26,50,C+ (Average),False,False,False,False,True,0.0,,[],Minimal/None,False,True,www.rt.com
telugu_news18,Telugu News 18,https://telugu.news18.com,"Telugu News - Get Latest and breaking News in Telugu on entertainment, sports, national, world, political, Telangana News, Andhra News at News 18 Telugu. తెలుగు వార్తలు, తాజా తెలుగు వార్తలు","sports, lifestyle, world, science, food, technology, tourism, other, top, health, entertainment, business, crime, politics","spanish, telugu",india,8,6,0,3,6,23,50,C (Below Average),False,False,False,False,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,telugu.news18.com
engadget,Engadget,https://www.engadget.com,"Engadget is the original home for technology news and reviews. Since its founding in 2004, we've grown from an exhaustive source for consumer tech news to a global multimedia organization covering the intersection of technology, gaming, and entertainment.",technology,english,"united kingdom, united states of america, india, singapore",8,2,5,5,7,27,50,C+ (Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",High,False,True,www.engadget.com
sportstar,SPORT STAR THE HINDU,https://sportstar.thehindu.com,"Sports News: Get the latest sports news, today's live sports coverage, live score updates, match schedules, and results of various sports events.","sports, entertainment",english,india,8,1,2,6,6,23,50,C (Below Average),False,False,False,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube', 'linkedin']",High,False,True,sportstar.thehindu.com
firstpost,Firstpost,https://www.firstpost.com,"LIVE Updates: Get the Latest Breaking News from India and the World, Health, Politics, Arts and Entertainment, Sports, Business, Education, Technology and much more - Firstpost.com","sports, world, education, technology, top, health, entertainment, business, politics",english,india,8,5,2,6,5,26,50,C+ (Average),True,False,False,False,True,0.0,,"['facebook', 'twitter', 'youtube']",High,False,True,www.firstpost.com
asianetnews,Asianet News,https://www.asianetnews.com,"Malayalam News (മലയാളം വാർത്ത): Get Latest Malayalam news & Today's Breaking News (ബ്രേക്കിങ് വാർത്ത) headlines in Malayalam from Kerala, India, Gulf & World News on Politics, Sports, Business, Entertainment & more online at Asianet News, India's leading News portal available in Malayalam, Hindi, Kannada, Tamil, Telugu, Bangla & English.",top,malayalam,india,8,1,4,3,7,23,50,C (Below Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,www.asianetnews.com
kannada_asianetnews,Asianet Suvarna News,https://kannada.asianetnews.com,"Asianet Suvarna News (ಕನ್ನಡ ಸುದ್ದಿ) : Asianet News Kannada is India’s #1 Kannada news site for latest Kannada news, Top Stories, Kannada news Headlines & breaking Kannada news online. Stay updated with Today's top Kannada News, Exclusive Karnataka News, Videos, Photos and many more.",top,kannada,india,8,1,4,3,7,23,50,C (Below Average),True,False,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'youtube']",High,False,True,kannada.asianetnews.com
investing_in,Investing India,https://in.investing.com,Investing.com India serves traders of a wide range of asset classes with real-time charts & quotes along with news and analysis,"world, top, business",english,india,8,2,1,3,2,16,50,D (Poor),False,False,False,False,False,0.0,,[],Unknown,False,True,in.investing.com
hindustantimes,Hindustan Times,http://www.hindustantimes.com,"News Headlines: Hindustan Times provides exclusive top stories of the day, today headlines from politics, business, technology, photos, videos, latest English news, and much more.","sports, world, lifestyle, science, education, tourism, other, top, health, business, entertainment, technology",english,india,5,5,8,7,6,31,50,B (Above Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'linkedin']",High,False,False,www.hindustantimes.com
pcmag,PCMag,https://www.pcmag.com,"PC Magazine is your complete guide to computers, phones, tablets, peripherals, and more. We test and review the latest gadgets, products, and services, report technology news and trends, and provide shopping advice and price comparisons.",top,english,india,8,1,2,2,3,16,50,D (Poor),False,False,False,False,False,0.0,,[],Unknown,False,True,www.pcmag.com
prnewswire_apac,PR Newswire APAC,https://www.prnewswire.com/apac,"PR Newswire’s news distribution, targeting, monitoring, and marketing solutions help you connect and engage with target audiences across the globe.","environment, sports, technology, tourism, health, entertainment, business, politics",english,"cambodia, brunei, fiji, malaysia, bangladesh, afghanistan, south korea, nepal, philippines, sri lanka, pakistan, mongolia, thailand, india, australia, bhutan, maldives, new zealand, japan, singapore, hong kong, china, indonesia",8,6,7,4,6,31,50,B (Above Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'instagram', 'linkedin']",High,False,True,www.prnewswire.com
channelnewsasia,Channel NewsAsia,https://www.channelnewsasia.com,"Breaking news and latest stories from Singapore, Asia, and around the world; commentary, business, sports, technology, health, and more. Watch CNA live.","sports, top, world, business",english,"taiwan, kyrgyzstan, cambodia, syria, brunei, qatar, malaysia, bangladesh, lebanon, timor-leste, afghanistan, romania, south korea, nepal, laos, philippines, north korea, sri lanka, iran, macau, pakistan, tajikistan, mongolia, vietnam, thailand, kazakhstan, india, cyprus, bhutan, maldives, saudi arabia, azerbaijan, uzbekistan, armenia, turkey, jordan, iraq, myanmar, kuwait, japan, georgia, israel, united arab emirates, oman, singapore, hong kong, china, indonesia, bahrain, yemen, turkmenistan",8,5,6,7,6,32,50,B (Above Average),True,True,True,True,True,0.0,,"['facebook', 'twitter', 'youtube', 'linkedin']",High,False,True,www.channelnewsasia.com
